,product,words,words_tagging,syllables,syllables_tagging
아워홈 매콤오븐닭갈비 작센우유 멸균우유 유지방,"['아워홈', ' ', '매콤오븐닭갈비', ' ', '작센우유', ' ', '멸균우유', ' ', '유지방']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['아', '워', '홈', ' ', '매', '콤', '오', '븐', '닭', '갈', '비', ' ', '작', '센', '우', '유', ' ', '멸', '균', '우', '유', ' ', '유', '지', '방']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
슬로우 지방 우유랑 아몬드 누가 씨쏠트 카라멜,"['슬로우', ' ', '지방', ' ', '우유', '랑', ' ', '아몬드', ' ', '누가', ' ', '씨쏠트', ' ', '카라멜']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['슬', '로', '우', ' ', '지', '방', ' ', '우', '유', '랑', ' ', '아', '몬', '드', ' ', '누', '가', ' ', '씨', '쏠', '트', ' ', '카', '라', '멜']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
끌레도르 프리미엄아이스크림 종합 세트와 씨제이 맥스칩 러블리스윗펌킨,"['끌레도르', ' ', '프리미엄아이스크림', ' ', '종합', ' ', '세트', '와', ' ', '씨제이', ' ', '맥스칩', ' ', '러블리스윗펌킨']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['끌', '레', '도', '르', ' ', '프', '리', '미', '엄', '아', '이', '스', '크', '림', ' ', '종', '합', ' ', '세', '트', '와', ' ', '씨', '제', '이', ' ', '맥', '스', '칩', ' ', '러', '블', '리', '스', '윗', '펌', '킨']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
피코크 달콤닭강정과 피코크 파인애플 그대로,"['피코크', ' ', '달콤닭강정', '과', ' ', '피코크', ' ', '파인애플', ' ', '그대로']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '달', '콤', '닭', '강', '정', '과', ' ', '피', '코', '크', ' ', '파', '인', '애', '플', ' ', '그', '대', '로']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
연유팥앙금빵과 냉장 통그릴 윈너,"['연유팥앙금빵', '과', ' ', '냉장', ' ', '통그릴', ' ', '윈너']","['PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['연', '유', '팥', '앙', '금', '빵', '과', ' ', '냉', '장', ' ', '통', '그', '릴', ' ', '윈', '너']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
하림 간장닭강정 해태 김치손만두,"['하림', ' ', '간장닭강정', ' ', '해태', ' ', '김치손만두']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['하', '림', ' ', '간', '장', '닭', '강', '정', ' ', '해', '태', ' ', '김', '치', '손', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
양념돼지 불고기와 피코크 레이디 핑거 티라미수 케이크,"['양념돼지', ' ', '불고기', '와', ' ', '피코크', ' ', '레이디', ' ', '핑거', ' ', '티라미수', ' ', '케이크']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['양', '념', '돼', '지', ' ', '불', '고', '기', '와', ' ', '피', '코', '크', ' ', '레', '이', '디', ' ', '핑', '거', ' ', '티', '라', '미', '수', ' ', '케', '이', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
종가집 우유 750ML,"['종가집', ' ', '우유', ' ', '750ML']","['PRD_B', '-', 'PRDG_B', '-', 'PRD_B']","['종', '가', '집', ' ', '우', '유', ' ', '7', '5', '0', 'M', 'L']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
영양간식 구움과자 고구마꿀호박꿀밤과 남양 초코에몽,"['영양간식', ' ', '구움과자', ' ', '고구마꿀호박꿀밤', '과', ' ', '남양', ' ', '초코에몽']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['영', '양', '간', '식', ' ', '구', '움', '과', '자', ' ', '고', '구', '마', '꿀', '호', '박', '꿀', '밤', '과', ' ', '남', '양', ' ', '초', '코', '에', '몽']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
노브랜드 오렌지 쇼콜라 케익이랑 블랙벨벳샴푸,"['노브랜드', ' ', '오렌지', ' ', '쇼콜라', ' ', '케익', '이랑', ' ', '블랙벨벳샴푸']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B']","['노', '브', '랜', '드', ' ', '오', '렌', '지', ' ', '쇼', '콜', '라', ' ', '케', '익', '이', '랑', ' ', '블', '랙', '벨', '벳', '샴', '푸']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
구구콘스타 아이스크림이랑 100G 사탕,"['구구콘스타', ' ', '아이스크림', '이랑', ' ', '100G', ' ', '사탕']","['PRD_B', '-', 'PRDG_B', '-', '-', 'PRD_B', '-', 'PRDG_B']","['구', '구', '콘', '스', '타', ' ', '아', '이', '스', '크', '림', '이', '랑', ' ', '1', '0', '0', 'G', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
우유 125ML짜리랑 안동낫또 안전한먹거리 꽉찬구성 국내산 검은콩낫또,"['우유', ' ', '125ML짜리', '랑', ' ', '안동낫또', ' ', '안전한먹거리', ' ', '꽉찬구성', ' ', '국내산', ' ', '검은콩낫또']","['PRDG_B', '-', 'PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['우', '유', ' ', '1', '2', '5', 'M', 'L', '짜', '리', '랑', ' ', '안', '동', '낫', '또', ' ', '안', '전', '한', '먹', '거', '리', ' ', '꽉', '찬', '구', '성', ' ', '국', '내', '산', ' ', '검', '은', '콩', '낫', '또']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
250ML짜리 우유랑 오리온 오그래놀라바 단호박고구마,"['250ML짜리', ' ', '우유', '랑', ' ', '오리온', ' ', '오그래놀라바', ' ', '단호박고구마']","['PRD_B', '-', 'PRDG_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['2', '5', '0', 'M', 'L', '짜', '리', ' ', '우', '유', '랑', ' ', '오', '리', '온', ' ', '오', '그', '래', '놀', '라', '바', ' ', '단', '호', '박', '고', '구', '마']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
리얼프렌치 크로크무슈 오리지널 과자 83G,"['리얼프렌치', ' ', '크로크무슈', ' ', '오리지널', ' ', '과자', ' ', '83G']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', 'PRD_B']","['리', '얼', '프', '렌', '치', ' ', '크', '로', '크', '무', '슈', ' ', '오', '리', '지', '널', ' ', '과', '자', ' ', '8', '3', 'G']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']"
롯데 바로구워토스트와 씨제이 비비고 낙지비빔밥,"['롯데', ' ', '바로구워토스트', '와', ' ', '씨제이', ' ', '비비고', ' ', '낙지비빔밥']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['롯', '데', ' ', '바', '로', '구', '워', '토', '스', '트', '와', ' ', '씨', '제', '이', ' ', '비', '비', '고', ' ', '낙', '지', '비', '빔', '밥']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
풍림 반숙계란장과 메나쥬리 초코크림롤,"['풍림', ' ', '반숙계란장', '과', ' ', '메나쥬리', ' ', '초코크림롤']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['풍', '림', ' ', '반', '숙', '계', '란', '장', '과', ' ', '메', '나', '쥬', '리', ' ', '초', '코', '크', '림', '롤']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
노브랜드 오렌지 쇼콜라 케익과 밤식빵,"['노브랜드', ' ', '오렌지', ' ', '쇼콜라', ' ', '케익', '과', ' ', '밤식빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B']","['노', '브', '랜', '드', ' ', '오', '렌', '지', ' ', '쇼', '콜', '라', ' ', '케', '익', '과', ' ', '밤', '식', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']"
옛날 왕사탕이랑 우유 960ML,"['옛날', ' ', '왕사탕', '이랑', ' ', '우유', ' ', '960ML']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRDG_B', '-', 'PRD_B']","['옛', '날', ' ', '왕', '사', '탕', '이', '랑', ' ', '우', '유', ' ', '9', '6', '0', 'M', 'L']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
오징어랑 벨큐브 유자 치즈,"['오징어', '랑', ' ', '벨큐브', ' ', '유자', ' ', '치즈']","['PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['오', '징', '어', '랑', ' ', '벨', '큐', '브', ' ', '유', '자', ' ', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
초록마을 뚜또유기농블루베리푸딩 피넛버터 아이스크림,"['초록마을', ' ', '뚜또유기농블루베리푸딩', ' ', '피넛버터', ' ', '아이스크림']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', '-', 'PRDG_B']","['초', '록', '마', '을', ' ', '뚜', '또', '유', '기', '농', '블', '루', '베', '리', '푸', '딩', ' ', '피', '넛', '버', '터', ' ', '아', '이', '스', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
삼립 옥수수꿀호떡 서프라이즈 에그 캔디,"['삼립', ' ', '옥수수꿀호떡', ' ', '서프라이즈', ' ', '에그', ' ', '캔디']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['삼', '립', ' ', '옥', '수', '수', '꿀', '호', '떡', ' ', '서', '프', '라', '이', '즈', ' ', '에', '그', ' ', '캔', '디']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
아이스 군고구마랑 떠먹는 티라미수,"['아이스', ' ', '군고구마', '랑', ' ', '떠먹는', ' ', '티라미수']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['아', '이', '스', ' ', '군', '고', '구', '마', '랑', ' ', '떠', '먹', '는', ' ', '티', '라', '미', '수']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
럭키 밀크 크레이프케이크 채식쉐이크,"['럭키', ' ', '밀크', ' ', '크레이프케이크', ' ', '채식쉐이크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B']","['럭', '키', ' ', '밀', '크', ' ', '크', '레', '이', '프', '케', '이', '크', ' ', '채', '식', '쉐', '이', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
반한 특겉절이 김치랑 더건강한 통오리오븐구이슬라이스,"['반한', ' ', '특겉절이', ' ', '김치', '랑', ' ', '더건강한', ' ', '통오리오븐구이슬라이스']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['반', '한', ' ', '특', '겉', '절', '이', ' ', '김', '치', '랑', ' ', '더', '건', '강', '한', ' ', '통', '오', '리', '오', '븐', '구', '이', '슬', '라', '이', '스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
피코크 한입치즈돈까스랑 슬로우 지방 우유,"['피코크', ' ', '한입치즈돈까스', '랑', ' ', '슬로우', ' ', '지방', ' ', '우유']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['피', '코', '크', ' ', '한', '입', '치', '즈', '돈', '까', '스', '랑', ' ', '슬', '로', '우', ' ', '지', '방', ' ', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
피코크 파인애플 그대로 250G짜리 사탕,"['피코크', ' ', '파인애플', ' ', '그대로', ' ', '250G짜리', ' ', '사탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', '-', 'PRDG_B']","['피', '코', '크', ' ', '파', '인', '애', '플', ' ', '그', '대', '로', ' ', '2', '5', '0', 'G', '짜', '리', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
실속세트 청양고추 닭가슴살 소시지랑 더건강한 통목살스테이크,"['실속세트', ' ', '청양고추', ' ', '닭가슴살', ' ', '소시지', '랑', ' ', '더건강한', ' ', '통목살스테이크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['실', '속', '세', '트', ' ', '청', '양', '고', '추', ' ', '닭', '가', '슴', '살', ' ', '소', '시', '지', '랑', ' ', '더', '건', '강', '한', ' ', '통', '목', '살', '스', '테', '이', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
마켓오 치즈칩 포테이토 과자랑 종가집 깍두기 김치,"['마켓오', ' ', '치즈칩', ' ', '포테이토', ' ', '과자', '랑', ' ', '종가집', ' ', '깍두기', ' ', '김치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['마', '켓', '오', ' ', '치', '즈', '칩', ' ', '포', '테', '이', '토', ' ', '과', '자', '랑', ' ', '종', '가', '집', ' ', '깍', '두', '기', ' ', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
피코크 레드벨벳케익이랑 110G짜리 사탕,"['피코크', ' ', '레드벨벳케익', '이랑', ' ', '110G짜리', ' ', '사탕']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', '-', 'PRDG_B']","['피', '코', '크', ' ', '레', '드', '벨', '벳', '케', '익', '이', '랑', ' ', '1', '1', '0', 'G', '짜', '리', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
콘견과바랑 크라운 참쌀설병,"['콘견과바', '랑', ' ', '크라운', ' ', '참쌀설병']","['PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['콘', '견', '과', '바', '랑', ' ', '크', '라', '운', ' ', '참', '쌀', '설', '병']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
반건조 첫사랑 군고구마 포스 마이쮸사과,"['반건조', ' ', '첫사랑', ' ', '군고구마', ' ', '포스', ' ', '마이쮸사과']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['반', '건', '조', ' ', '첫', '사', '랑', ' ', '군', '고', '구', '마', ' ', '포', '스', ' ', '마', '이', '쮸', '사', '과']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
애플 캔디 사탕과 우유 190ML,"['애플', ' ', '캔디', ' ', '사탕', '과', ' ', '우유', ' ', '190ML']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', 'PRDG_B', '-', 'PRD_B']","['애', '플', ' ', '캔', '디', ' ', '사', '탕', '과', ' ', '우', '유', ' ', '1', '9', '0', 'M', 'L']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
조안나 업소용대용량아이스크림 바닐라와 곡물 과자,"['조안나', ' ', '업소용대용량아이스크림', ' ', '바닐라', '와', ' ', '곡물', ' ', '과자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', '-', 'PRDG_B']","['조', '안', '나', ' ', '업', '소', '용', '대', '용', '량', '아', '이', '스', '크', '림', ' ', '바', '닐', '라', '와', ' ', '곡', '물', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
동원 왕새우만두랑 창화당 고기궁중만두,"['동원', ' ', '왕새우만두', '랑', ' ', '창화당', ' ', '고기궁중만두']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['동', '원', ' ', '왕', '새', '우', '만', '두', '랑', ' ', '창', '화', '당', ' ', '고', '기', '궁', '중', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
더반찬 통등심돈까스 콘 칩 스낵,"['더반찬', ' ', '통등심돈까스', ' ', '콘', ' ', '칩', ' ', '스낵']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['더', '반', '찬', ' ', '통', '등', '심', '돈', '까', '스', ' ', '콘', ' ', '칩', ' ', '스', '낵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
