product,words,words_tagging,syllables,syllables_tagging
아이스크림 150ML,"['아이스크림', ' ', '150ML']","['PRDG_B', '-', 'PRD_B']","['아', '이', '스', '크', '림', ' ', '1', '5', '0', 'M', 'L']","['PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
피코크 레이디 핑거 티라미수 케이크,"['피코크', ' ', '레이디', ' ', '핑거', ' ', '티라미수', ' ', '케이크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '레', '이', '디', ' ', '핑', '거', ' ', '티', '라', '미', '수', ' ', '케', '이', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
메밀 지짐만두,"['메밀', ' ', '지짐만두']","['PRD_B', 'PRD_I', 'PRD_I']","['메', '밀', ' ', '지', '짐', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
치오스틱 오리지날,"['치오스틱', ' ', '오리지날']","['PRD_B', 'PRD_I', 'PRD_I']","['치', '오', '스', '틱', ' ', '오', '리', '지', '날']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
아미고 옥수수 맛콘 과자,"['아미고', ' ', '옥수수', ' ', '맛콘', ' ', '과자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['아', '미', '고', ' ', '옥', '수', '수', ' ', '맛', '콘', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
속초식명태초무침,['속초식명태초무침'],['PRD_B'],"['속', '초', '식', '명', '태', '초', '무', '침']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
투게더 밀크딸기,"['투게더', ' ', '밀크딸기']","['PRD_B', 'PRD_I', 'PRD_I']","['투', '게', '더', ' ', '밀', '크', '딸', '기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
씨앗 유산균 포기김치,"['씨앗', ' ', '유산균', ' ', '포기김치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['씨', '앗', ' ', '유', '산', '균', ' ', '포', '기', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
김치 3200G,"['김치', ' ', '3200G']","['PRDG_B', '-', 'PRD_B']","['김', '치', ' ', '3', '2', '0', '0', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
초록마을 사과즙,"['초록마을', ' ', '사과즙']","['PRD_B', 'PRD_I', 'PRD_I']","['초', '록', '마', '을', ' ', '사', '과', '즙']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
건곤드레나물볶음,['건곤드레나물볶음'],['PRD_B'],"['건', '곤', '드', '레', '나', '물', '볶', '음']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
리콜라 무설탕 스위스 허브 캔디 글라시어민트,"['리콜라', ' ', '무설탕', ' ', '스위스', ' ', '허브', ' ', '캔디', ' ', '글라시어민트']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['리', '콜', '라', ' ', '무', '설', '탕', ' ', '스', '위', '스', ' ', '허', '브', ' ', '캔', '디', ' ', '글', '라', '시', '어', '민', '트']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
반한 특겉절이 김치,"['반한', ' ', '특겉절이', ' ', '김치']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['반', '한', ' ', '특', '겉', '절', '이', ' ', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
빙그레 바나나 스페셜,"['빙그레', ' ', '바나나', ' ', '스페셜']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['빙', '그', '레', ' ', '바', '나', '나', ' ', '스', '페', '셜']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
김치 3500G,"['김치', ' ', '3500G']","['PRDG_B', '-', 'PRD_B']","['김', '치', ' ', '3', '5', '0', '0', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
포기김치 백두,"['포기김치', ' ', '백두']","['PRD_B', 'PRD_I', 'PRD_I']","['포', '기', '김', '치', ' ', '백', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
생크림카스테라 초코,"['생크림카스테라', ' ', '초코']","['PRD_B', 'PRD_I', 'PRD_I']","['생', '크', '림', '카', '스', '테', '라', ' ', '초', '코']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
그라나롤로 그라나파다노,"['그라나롤로', ' ', '그라나파다노']","['PRD_B', 'PRD_I', 'PRD_I']","['그', '라', '나', '롤', '로', ' ', '그', '라', '나', '파', '다', '노']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
카라멜 사탕,"['카라멜', ' ', '사탕']","['PRD_B', '-', 'PRDG_B']","['카', '라', '멜', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
영양깜장콩,['영양깜장콩'],['PRD_B'],"['영', '양', '깜', '장', '콩']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
생생칩핑크솔트,['생생칩핑크솔트'],['PRD_B'],"['생', '생', '칩', '핑', '크', '솔', '트']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
피코크 갈릭 닭 가슴살,"['피코크', ' ', '갈릭', ' ', '닭', ' ', '가슴살']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '갈', '릭', ' ', '닭', ' ', '가', '슴', '살']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
레드 양장피,"['레드', ' ', '양장피']","['PRD_B', 'PRD_I', 'PRD_I']","['레', '드', ' ', '양', '장', '피']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
구구콘스타 아이스크림,"['구구콘스타', ' ', '아이스크림']","['PRD_B', '-', 'PRDG_B']","['구', '구', '콘', '스', '타', ' ', '아', '이', '스', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
남양 맛있는 우유,"['남양', ' ', '맛있는', ' ', '우유']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['남', '양', ' ', '맛', '있', '는', ' ', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
피코크 온더보더 나쵸 칩 오리지널 스낵 과자,"['피코크', ' ', '온더보더', ' ', '나쵸', ' ', '칩', ' ', '오리지널', ' ', '스낵', ' ', '과자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['피', '코', '크', ' ', '온', '더', '보', '더', ' ', '나', '쵸', ' ', '칩', ' ', '오', '리', '지', '널', ' ', '스', '낵', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
피코크 전통 일본식 치킨 커리,"['피코크', ' ', '전통', ' ', '일본식', ' ', '치킨', ' ', '커리']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '전', '통', ' ', '일', '본', '식', ' ', '치', '킨', ' ', '커', '리']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
밀크벨벳푸딩,['밀크벨벳푸딩'],['PRD_B'],"['밀', '크', '벨', '벳', '푸', '딩']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
과자 360G,"['과자', ' ', '360G']","['PRDG_B', '-', 'PRD_B']","['과', '자', ' ', '3', '6', '0', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
한성 해물경단,"['한성', ' ', '해물경단']","['PRD_B', 'PRD_I', 'PRD_I']","['한', '성', ' ', '해', '물', '경', '단']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
씨제이 쁘띠첼 요거젤리 블루베리,"['씨제이', ' ', '쁘띠첼', ' ', '요거젤리', ' ', '블루베리']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '쁘', '띠', '첼', ' ', '요', '거', '젤', '리', ' ', '블', '루', '베', '리']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
닭가슴살 그릴비엔나 마늘,"['닭가슴살', ' ', '그릴비엔나', ' ', '마늘']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['닭', '가', '슴', '살', ' ', '그', '릴', '비', '엔', '나', ' ', '마', '늘']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
메나쥬리 탕종식빵,"['메나쥬리', ' ', '탕종식빵']","['PRD_B', 'PRD_I', 'PRD_I']","['메', '나', '쥬', '리', ' ', '탕', '종', '식', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
동원 플레인 치즈,"['동원', ' ', '플레인', ' ', '치즈']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['동', '원', ' ', '플', '레', '인', ' ', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
토레스 셀렉타 캐비어,"['토레스', ' ', '셀렉타', ' ', '캐비어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['토', '레', '스', ' ', '셀', '렉', '타', ' ', '캐', '비', '어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
솔빛담은 고랭지 감자스낵,"['솔빛담은', ' ', '고랭지', ' ', '감자스낵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['솔', '빛', '담', '은', ' ', '고', '랭', '지', ' ', '감', '자', '스', '낵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
씨제이 쁘띠첼 티라미수,"['씨제이', ' ', '쁘띠첼', ' ', '티라미수']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '쁘', '띠', '첼', ' ', '티', '라', '미', '수']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
몽블랑 큐브,"['몽블랑', ' ', '큐브']","['PRD_B', 'PRD_I', 'PRD_I']","['몽', '블', '랑', ' ', '큐', '브']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
마음심은 국내산 배윤자 총각김치,"['마음심은', ' ', '국내산', ' ', '배윤자', ' ', '총각김치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['마', '음', '심', '은', ' ', '국', '내', '산', ' ', '배', '윤', '자', ' ', '총', '각', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
삼립 치즈케익,"['삼립', ' ', '치즈케익']","['PRD_B', 'PRD_I', 'PRD_I']","['삼', '립', ' ', '치', '즈', '케', '익']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
마늘절임,['마늘절임'],['PRD_B'],"['마', '늘', '절', '임']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
페퍼민트 트위스트,"['페퍼민트', ' ', '트위스트']","['PRD_B', 'PRD_I', 'PRD_I']","['페', '퍼', '민', '트', ' ', '트', '위', '스', '트']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
아워홈 매콤오븐닭갈비,"['아워홈', ' ', '매콤오븐닭갈비']","['PRD_B', 'PRD_I', 'PRD_I']","['아', '워', '홈', ' ', '매', '콤', '오', '븐', '닭', '갈', '비']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
동원 왕새우군만두,"['동원', ' ', '왕새우군만두']","['PRD_B', 'PRD_I', 'PRD_I']","['동', '원', ' ', '왕', '새', '우', '군', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
티라미수 베리베리,"['티라미수', ' ', '베리베리']","['PRD_B', 'PRD_I', 'PRD_I']","['티', '라', '미', '수', ' ', '베', '리', '베', '리']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
춘천명동식닭갈비,['춘천명동식닭갈비'],['PRD_B'],"['춘', '천', '명', '동', '식', '닭', '갈', '비']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
유기농 우유 저지방,"['유기농', ' ', '우유', ' ', '저지방']","['PRD_B', '-', 'PRDG_B', '-', 'PRD_I']","['유', '기', '농', ' ', '우', '유', ' ', '저', '지', '방']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_I', 'PRD_I', 'PRD_I']"
사탕 650G,"['사탕', ' ', '650G']","['PRDG_B', '-', 'PRD_B']","['사', '탕', ' ', '6', '5', '0', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
마포서서갈비양념 소왕갈비,"['마포서서갈비양념', ' ', '소왕갈비']","['PRD_B', 'PRD_I', 'PRD_I']","['마', '포', '서', '서', '갈', '비', '양', '념', ' ', '소', '왕', '갈', '비']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
삼립 핫도그,"['삼립', ' ', '핫도그']","['PRD_B', 'PRD_I', 'PRD_I']","['삼', '립', ' ', '핫', '도', '그']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
동광젓갈 웰빙낙지젓,"['동광젓갈', ' ', '웰빙낙지젓']","['PRD_B', 'PRD_I', 'PRD_I']","['동', '광', '젓', '갈', ' ', '웰', '빙', '낙', '지', '젓']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
에루 키즈 고칼슘 치즈,"['에루', ' ', '키즈', ' ', '고칼슘', ' ', '치즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['에', '루', ' ', '키', '즈', ' ', '고', '칼', '슘', ' ', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
수미칩 어니언 과자,"['수미칩', ' ', '어니언', ' ', '과자']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['수', '미', '칩', ' ', '어', '니', '언', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
양념깻잎,['양념깻잎'],['PRD_B'],"['양', '념', '깻', '잎']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
구운오잉 낙지 호롱구이맛,"['구운오잉', ' ', '낙지', ' ', '호롱구이맛']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['구', '운', '오', '잉', ' ', '낙', '지', ' ', '호', '롱', '구', '이', '맛']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
우리콩 흑태,"['우리콩', ' ', '흑태']","['PRD_B', 'PRD_I', 'PRD_I']","['우', '리', '콩', ' ', '흑', '태']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
씨제이 비비고 포기배추김치,"['씨제이', ' ', '비비고', ' ', '포기배추김치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '비', '비', '고', ' ', '포', '기', '배', '추', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
김해축협 치즈돈까스,"['김해축협', ' ', '치즈돈까스']","['PRD_B', 'PRD_I', 'PRD_I']","['김', '해', '축', '협', ' ', '치', '즈', '돈', '까', '스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
전라도 깍두기 김치,"['전라도', ' ', '깍두기', ' ', '김치']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['전', '라', '도', ' ', '깍', '두', '기', ' ', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
피코크 계란장조림가쓰오,"['피코크', ' ', '계란장조림가쓰오']","['PRD_B', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '계', '란', '장', '조', '림', '가', '쓰', '오']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
무농약반건조호박군고구마,['무농약반건조호박군고구마'],['PRD_B'],"['무', '농', '약', '반', '건', '조', '호', '박', '군', '고', '구', '마']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
촉촉 식빵,"['촉촉', ' ', '식빵']","['PRD_B', 'PRD_I', 'PRD_I']","['촉', '촉', ' ', '식', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
씨제이 비비고 썰은총각김치,"['씨제이', ' ', '비비고', ' ', '썰은총각김치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '비', '비', '고', ' ', '썰', '은', '총', '각', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
피코크 디저트,"['피코크', ' ', '디저트']","['PRD_B', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '디', '저', '트']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
허니버터칩 과자,"['허니버터칩', ' ', '과자']","['PRD_B', '-', 'PRDG_B']","['허', '니', '버', '터', '칩', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
서울우유 플레인,"['서울우유', ' ', '플레인']","['PRD_B', 'PRD_I', 'PRD_I']","['서', '울', '우', '유', ' ', '플', '레', '인']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
피코크 통통 새우 왕교자,"['피코크', ' ', '통통', ' ', '새우', ' ', '왕교자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '통', '통', ' ', '새', '우', ' ', '왕', '교', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
어메이징 훈제목심,"['어메이징', ' ', '훈제목심']","['PRD_B', 'PRD_I', 'PRD_I']","['어', '메', '이', '징', ' ', '훈', '제', '목', '심']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
피코크 계란찜명란,"['피코크', ' ', '계란찜명란']","['PRD_B', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '계', '란', '찜', '명', '란']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
삼양 별뽀빠이,"['삼양', ' ', '별뽀빠이']","['PRD_B', 'PRD_I', 'PRD_I']","['삼', '양', ' ', '별', '뽀', '빠', '이']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
오징어젓,['오징어젓'],['PRD_B'],"['오', '징', '어', '젓']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
허쉬 초코바,"['허쉬', ' ', '초코바']","['PRD_B', 'PRD_I', 'PRD_I']","['허', '쉬', ' ', '초', '코', '바']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
스페인 감자칩 과자,"['스페인', ' ', '감자칩', ' ', '과자']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['스', '페', '인', ' ', '감', '자', '칩', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
오뚜기 맛있는 할라피뇨 핫도그,"['오뚜기', ' ', '맛있는', ' ', '할라피뇨', ' ', '핫도그']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['오', '뚜', '기', ' ', '맛', '있', '는', ' ', '할', '라', '피', '뇨', ' ', '핫', '도', '그']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
명인 생강엿 사탕,"['명인', ' ', '생강엿', ' ', '사탕']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['명', '인', ' ', '생', '강', '엿', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
사탕 250G,"['사탕', ' ', '250G']","['PRDG_B', '-', 'PRD_B']","['사', '탕', ' ', '2', '5', '0', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
사탕 144G,"['사탕', ' ', '144G']","['PRDG_B', '-', 'PRD_B']","['사', '탕', ' ', '1', '4', '4', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
꼬막,['꼬막'],['PRD_B'],"['꼬', '막']","['PRD_B', 'PRD_I']"
